0,1,2,3,4
2013.03.29péntek,2,1,5,Nagy esõ
2013.03.30szombat,3,1,3.6,Köd
2013.03.31vasárnap,11,-1,6.1,Könnyû esõzuhany
2013.11.01péntek,16,9,1.7,Napos
2013.11.02szombat,19,11,6.4,Részben felhõs
2013.11.03vasárnap,17,9,7.8,Könnyû esõ
2013.11.04hétfő,14,10,6.7,Felhõs
2013.11.05kedd,14,6,5.8,Könnyû esõ
2013.11.06szerda,13,8,8.6,Napos
2013.11.07csütörtök,17,9,5.8,Részben felhõs
2013.11.08péntek,16,11,2.8,Napos
2013.11.09szombat,17,10,6.1,Részben felhõs
2013.11.10vasárnap,13,7,3.6,Részben felhõs
2013.11.11hétfő,10,5,6.1,Könnyû esõ
2013.11.12kedd,12,5,4.2,Napos
2013.11.13szerda,10,6,3.6,Felhõs
2013.11.14csütörtök,10,5,2.8,Részben felhõs
2013.11.15péntek,12,4,2.5,Napos
2013.11.16szombat,14,5,1.4,Napos
2013.11.17vasárnap,13,5,1.9,Részben felhõs
2013.11.18hétfő,9,3,3.3,"Hûvös, könnyû szitálás"
2013.11.19kedd,10,5,5,Napos
2013.11.20szerda,9,4,4.2,Könnyû esõ
2013.11.21csütörtök,10,4,4.4,Részben felhõs
2013.11.22péntek,11,7,3.9,Felhõs
2013.11.23szombat,12,6,5.6,Részben felhõs
2013.11.24vasárnap,9,3,3.3,Könnyû esõ
2013.11.25hétfő,3,-2,7.8,Enyhe havazás
2013.11.26kedd,4,-2,4.4,Részben felhõs
2013.11.27szerda,4,-2,4.4,Napos
2013.11.28csütörtök,3,-2,5.3,Napos
2013.11.29péntek,6,-1,6.7,Napos
2013.11.30szombat,6,0,3.3,Részben felhõs
2013.09.01vasárnap,26,11,5.8,Részben felhõs
2013.09.02hétfő,23,15,5.8,Napos
2013.09.03kedd,24,11,8.3,Napos
2013.09.04szerda,27,11,2.8,Napos
2013.09.05csütörtök,28,12,2.2,Napos
2013.09.06péntek,28,12,2.8,Napos
2013.09.07szombat,31,14,2.5,Napos
2013.09.08vasárnap,29,14,2.5,Napos
2013.09.09hétfő,20,11,3.3,Idõnként esõs esõ
2013.09.10kedd,26,14,3.1,Napos
2013.09.11szerda,21,13,3.3,Hûvös esõ a közelben
2013.09.12csütörtök,22,10,4.2,Részben felhõs
2013.09.13péntek,19,10,6.4,Részben felhõs
2013.09.14szombat,15,11,6.4,Mérsékelt esõ
2013.09.15vasárnap,25,13,2.8,Részben felhõs
2013.09.16hétfő,25,15,2.2,Részben felhõs
2013.09.17kedd,14,6,7.2,Könnyû esõ
2013.09.18szerda,17,11,5.3,Felhõs
2013.09.19csütörtök,18,8,7.2,Napos
2013.09.20péntek,19,10,4.4,Napos
2013.09.21szombat,20,8,6.9,Részben felhõs
2013.09.23hétfő,21,12,8.9,Részben felhõs
2013.09.24kedd,21,12,6.7,Részben felhõs
2013.09.25szerda,24,13,3.3,Napos
2013.09.26csütörtök,26,9,6.9,Részben felhõs
2013.09.27péntek,19,7,3.3,Napos
2013.09.28szombat,20,8,1.7,Napos
2013.09.29vasárnap,17,9,4.7,Részben felhõs
2013.09.30hétfő,14,9,5.8,Könnyû szitálás
2013.10.01kedd,19,5,3.9,Napos
2013.10.02szerda,15,3,5,Részben felhõs
2013.10.03csütörtök,15,3,4.4,Napos
2013.10.04péntek,15,3,2.5,Napos
2013.10.05szombat,15,3,3.3,Napos
2013.10.06vasárnap,18,7,2.2,Napos
2013.10.07hétfő,21,6,1.7,Napos
2013.10.08kedd,22,8,2.5,Napos
2013.10.09szerda,18,11,2.8,"Hûvös, könnyû szitálás"
2013.10.10csütörtök,19,11,3.6,Felhõs
2013.10.11péntek,21,11,5.8,Napos
2013.10.12szombat,23,13,4.2,Napos
2013.10.13vasárnap,24,10,3.3,Részben felhõs
2013.10.14hétfő,22,13,1.9,Felhõs
2013.10.15kedd,20,11,3.6,Hûvös esõ a közelben
2013.10.16szerda,13,7,6.7,Könnyû esõ
2013.10.17csütörtök,16,8,6.1,Napos
2013.10.18péntek,15,8,8.1,Részben felhõs
2013.10.19szombat,15,7,4.2,Napos
2013.10.20vasárnap,19,10,3.3,Részben felhõs
2013.10.21hétfő,22,14,2.8,Napos
2013.10.22kedd,22,14,3.3,Felhõs
2013.10.23szerda,24,14,6.7,Részben felhõs
2013.10.24csütörtök,23,13,3.3,Napos
2013.10.25péntek,23,14,2.8,Napos
2013.10.26szombat,24,14,2.8,Napos
2013.10.27vasárnap,22,13,5,Napos
2013.10.28hétfő,21,12,7.5,Napos
2013.10.29kedd,18,11,3.6,Felhõs
2013.10.30szerda,19,8,5,Napos
2013.10.31csütörtök,17,7,3.3,Napos
2013.02.01péntek,7,2,8.1,Részben felhõs
2013.02.02szombat,7,-2,6.7,Mérsékelt esõ
2013.02.03vasárnap,1,-2,7.5,Enyhe havazás
2013.02.04hétfő,1,-2,7.8,Enyhe havazás
2013.02.05kedd,4,0,4.7,Részben felhõs
2013.02.06szerda,3,-2,3.9,Könnyû szitálás
2013.02.07csütörtök,1,-4,3.6,Részben felhõs
2013.02.08péntek,2,-2,4.4,Részben felhõs
2013.02.09szombat,0,-2,3.3,Felhõs
2013.02.10vasárnap,-1,-6,3.6,Mérsékelt hó
2013.02.11hétfő,-1,-6,4.2,Részben felhõs
2013.02.12kedd,1,-1,8.1,Könnyû hó
2013.02.13szerda,1,-2,4.2,Könnyû szitálás
2013.02.14csütörtök,1,-2,2.8,Könnyû hó
2013.02.15péntek,3,-1,2.8,Köd
2013.02.16szombat,2,0,2.8,Felhõs
2013.02.17vasárnap,3,0,1.7,Felhõs
2013.02.18hétfő,3,-2,1.9,Felhõs
2013.02.19kedd,3,-2,3.9,Részben felhõs
2013.02.20szerda,1,-3,5.6,Részben felhõs
2013.02.21csütörtök,1,-2,3.9,Részben felhõs
2013.02.22péntek,0,-1,5,Enyhe havazás
2013.02.23szombat,2,1,5.8,Könnyû esõ
2013.02.24vasárnap,4,3,6.9,Könnyû esõ
2013.02.25hétfő,6,2,5,Könnyû szitálás
2013.02.26kedd,11,3,3.9,Részben felhõs
2013.02.27szerda,9,2,2.8,Részben felhõs
2013.02.28csütörtök,12,3,2.5,Napos
2013.07.01hétfő,25,11,3.6,Napos
2013.07.02kedd,29,13,2.2,Napos
2013.07.03szerda,29,16,2.8,Napos
2013.07.04csütörtök,32,17,2.5,Napos
2013.07.05péntek,31,18,3.6,Napos
2013.07.06szombat,32,18,4.7,Napos
2013.07.07vasárnap,31,17,4.4,Napos
2013.07.08hétfő,31,17,3.6,Napos
2013.07.09kedd,31,16,3.3,Napos
2013.07.10szerda,33,18,2.5,Napos
2013.07.11csütörtök,29,12,6.4,Napos
2013.07.12péntek,25,13,5.8,Részben felhõs
2013.07.13szombat,27,14,5.6,Részben felhõs
2013.07.14vasárnap,29,16,5.3,Részben felhõs
2013.07.15hétfő,27,12,7.5,Napos
2013.07.16kedd,28,13,2.8,Napos
2013.07.17szerda,32,17,1.7,Napos
2013.07.18csütörtök,33,18,1.7,Napos
2013.07.19péntek,32,18,2.8,Napos
2013.07.20szombat,30,14,3.6,Részben felhõs
2013.07.21vasárnap,30,15,3.9,Napos
2013.07.22hétfő,31,16,3.1,Napos
2013.07.23kedd,32,16,3.9,Napos
2013.07.24szerda,33,15,4.4,Napos
2013.07.25csütörtök,31,18,2.5,Részben felhõs
2013.07.26péntek,33,18,2.2,Napos
2013.07.27szombat,36,21,2.8,Napos
2013.07.28vasárnap,37,23,4.2,Napos
2013.07.29hétfő,39,18,6.4,Napos
2013.07.30kedd,29,17,8.9,Napos
2013.04.01hétfő,7,1,5.6,Napos
2013.04.02kedd,6,4,5.8,Könnyû esõ
2013.04.03szerda,7,3,4.4,Könnyû szitálás
2013.04.04csütörtök,7,2,4.4,Felhõs
2013.04.05péntek,9,6,4.7,Könnyû esõ
2013.04.06szombat,11,4,4.7,Részben felhõs
2013.04.07vasárnap,10,2,3.3,Könnyû esõzuhany
2013.04.08hétfő,12,5,2.5,Napos
2013.04.09kedd,11,6,3.3,Könnyû esõzuhany
2013.04.10szerda,14,5,4.7,Részben felhõs
2013.04.11csütörtök,17,9,6.1,Részben felhõs
2013.04.12péntek,16,8,8.1,Könnyû esõzuhany
2013.04.13szombat,16,7,7.2,Napos
2013.04.14vasárnap,17,8,4.4,Napos
2013.04.15hétfő,20,8,2.2,Napos
2013.04.16kedd,19,7,2.2,Napos
2013.04.17szerda,20,8,1.9,Részben felhõs
2013.04.18csütörtök,24,11,1.9,Napos
2013.04.19péntek,22,8,3.6,Napos
2013.04.20szombat,23,9,4.2,Napos
2013.04.21vasárnap,21,8,4.2,Napos
2013.04.22hétfő,22,9,3.3,Napos
2013.04.23kedd,21,11,4.2,Részben felhõs
2013.04.24szerda,23,11,3.1,Napos
2013.04.25csütörtök,25,14,3.1,Napos
2013.04.26péntek,26,14,5,Napos
2013.04.27szombat,24,14,6.4,"Hûvös, könnyû szitálás"
2013.04.28vasárnap,23,13,6.1,Részben felhõs
2013.04.29hétfő,26,15,6.4,Napos
2013.04.30kedd,28,15,5,Napos
2014.08.01péntek,35,19,3.3,Napos
2014.08.02szombat,35,19,1.9,Napos
2014.08.03vasárnap,34,20,3.6,A közelben vihogó kitörések
2014.08.04hétfő,34,20,2.2,A közelben vihogó kitörések
2014.08.05kedd,31,18,2.8,Napos
2014.08.06szerda,31,18,4.7,Könnyû esõ a mennydörgésnek
2014.08.07csütörtök,30,18,3.1,Hûvös esõ a közelben
2014.08.08péntek,31,18,3.3,Napos
2014.08.09szombat,32,19,2.8,Napos
2014.08.10vasárnap,33,21,3.3,Részben felhõs
2014.08.11hétfő,33,17,5,Részben felhõs
2014.08.12kedd,31,18,4.2,Napos
2014.08.13szerda,34,15,6.4,Napos
2014.08.14csütörtök,23,13,6.9,Idõnként esõs esõ
2014.08.15péntek,29,13,4.7,Napos
2014.08.16szombat,24,12,6.4,Napos
2014.08.17vasárnap,26,13,4.2,Napos
2014.08.18hétfő,28,16,4.2,Napos
2014.08.19kedd,28,16,4.7,Részben felhõs
2014.08.20szerda,28,15,3.1,Részben felhõs
2014.08.21csütörtök,23,11,5.6,Napos
2014.08.22péntek,27,13,2.8,Napos
2014.08.23szombat,27,14,1.7,Felhõs
2014.08.24vasárnap,23,10,7.8,Napos
2014.08.25hétfő,24,13,2.8,Napos
2014.08.26kedd,26,17,5,Könnyû szitálás
2014.08.27szerda,23,11,6.4,Könnyû esõ
2014.08.28csütörtök,26,13,3.1,Napos
2014.08.29péntek,27,13,2.2,Napos
2014.08.30szombat,30,14,1.7,Részben felhõs
2014.08.31vasárnap,29,16,2.2,Részben felhõs
2014.12.01hétfő,2,0,6.4,Könnyû esõ
2014.12.02kedd,2,1,4.7,Könnyû szitálás
2014.12.03szerda,6,2,3.6,Hûvös esõ a közelben
2014.12.04csütörtök,7,1,2.8,Napos
2014.12.05péntek,7,4,2.5,Részben felhõs
2014.12.06szombat,8,4,2.2,Felhõs
2014.12.07vasárnap,6,3,1.7,Könnyû esõ
2014.12.08hétfő,5,0,4.2,Könnyû szitálás
2014.12.09kedd,4,-1,4.7,Részben felhõs
2014.12.10szerda,4,0,5,Részben felhõs
2014.12.11csütörtök,5,-5,2.5,Napos
2014.12.12péntek,6,-4,4.7,Napos
2014.12.13szombat,7,-2,4.4,Napos
2014.12.14vasárnap,8,4,2.8,Hûvös esõ a közelben
2014.12.15hétfő,8,3,2.5,Részben felhõs
2014.12.16kedd,7,2,2.8,Részben felhõs
2014.12.17szerda,8,3,5.8,Napos
2014.12.18csütörtök,9,-1,4.2,Részben felhõs
2014.12.19péntek,11,5,4.7,Napos
2014.12.20szombat,9,2,8.9,Napos
2014.12.21vasárnap,6,2,8.9,Felhõs
2014.12.22hétfő,9,4,6.1,Részben felhõs
2014.12.23kedd,11,4,6.4,Részben felhõs
2014.12.24szerda,10,3,3.6,Napos
2014.12.25csütörtök,9,2,6.1,Részben felhõs
2014.12.26péntek,4,-2,8.1,Felhõs
2014.12.27szombat,2,-3,3.9,Részben felhõs
2014.12.28vasárnap,0,-5,6.4,Enyhe havazás
2014.12.29hétfő,-2,-8,6.9,Napos
2014.12.30kedd,-5,-10,4.2,Napos
2014.12.31szerda,-4,-9,2.2,Napos
2014.06.01vasárnap,24,11,3.3,Könnyû esõzuhany
2014.06.02hétfő,22,8,3.3,Könnyû esõzuhany
2014.06.03kedd,25,10,2.2,Napos
2014.06.04szerda,26,11,1.9,Részben felhõs
2014.06.05csütörtök,29,15,2.5,Részben felhõs
2014.06.06péntek,30,14,2.8,Hûvös esõ a közelben
2014.06.07szombat,32,16,2.2,Napos
2014.06.08vasárnap,34,17,1.9,Napos
2014.06.09hétfő,36,19,1.7,Napos
2014.06.10kedd,37,18,2.8,Napos
2014.06.11szerda,36,16,3.9,Részben felhõs
2014.06.12csütörtök,34,17,5,Napos
2014.06.13péntek,28,13,5.8,Napos
2014.06.14szombat,26,11,5.3,Napos
2014.06.15vasárnap,30,11,3.1,Napos
2014.06.16hétfő,27,13,3.1,Részben felhõs
2014.06.17kedd,28,13,2.5,Részben felhõs
2014.06.18szerda,29,12,2.8,Napos
2014.06.19csütörtök,29,14,3.3,Napos
2014.06.20péntek,24,10,7.5,Napos
2014.06.21szombat,25,10,6.1,Napos
2014.06.22vasárnap,27,12,5.3,Napos
2014.06.23hétfő,29,14,4.2,Napos
2014.06.24kedd,29,14,3.9,Hûvös esõ a közelben
2014.06.25szerda,20,10,2.5,"Hûvös, könnyû szitálás"
2014.06.26csütörtök,27,10,7.5,Napos
2014.06.27péntek,30,13,2.2,Napos
2014.06.28szombat,29,15,4.2,Napos
2014.06.29vasárnap,32,15,7.8,Napos
2014.06.30hétfő,22,11,6.1,Könnyû szitálás
2014.05.01csütörtök,27,11,2.2,Részben felhõs
2014.05.02péntek,26,11,2.5,Napos
2014.05.03szombat,24,8,4.2,Mérsékelt vagy heves esõzuhany
2014.05.04vasárnap,17,5,6.1,Könnyû szitálás
2014.05.05hétfő,19,6,3.3,Napos
2014.05.06kedd,20,8,4.2,Napos
2014.05.07szerda,24,12,5.8,Napos
2014.05.08csütörtök,23,10,5.3,Napos
2014.05.09péntek,26,13,2.8,Részben felhõs
2014.05.10szombat,23,12,7.2,Napos
2014.05.11vasárnap,25,9,4.4,Könnyû esõzuhany
2014.05.12hétfő,19,8,6.9,Napos
2014.05.13kedd,17,8,2.5,Könnyû esõ
2014.05.14szerda,15,6,8.3,Könnyû esõ
2014.05.15csütörtök,12,9,8.9,Mérsékelt esõ
2014.05.16péntek,18,7,4.2,Könnyû esõzuhany
2014.05.17szombat,20,9,4.7,Könnyû esõzuhany
2014.05.18vasárnap,18,9,2.8,Könnyû esõ
2014.05.19hétfő,24,12,4.4,Hûvös esõ a közelben
2014.05.20kedd,27,13,3.1,Napos
2014.05.21szerda,29,16,3.3,Napos
2014.05.22csütörtök,29,17,4.2,Napos
2014.05.23péntek,30,16,4.7,Napos
2014.05.24szombat,31,15,2.2,Napos
2014.05.25vasárnap,32,16,2.2,A közelben vihogó kitörések
2014.05.26hétfő,29,15,3.6,Könnyû esõ a mennydörgésnek
2014.05.27kedd,28,13,4.4,Napos
2014.05.28szerda,23,11,5,Hûvös esõ a közelben
2014.05.29csütörtök,22,11,5,Napos
2014.05.30péntek,16,6,4.7,"Hûvös, könnyû szitálás"
2014.05.31szombat,21,12,3.3,Felhõs
2014.01.01szerda,5,-1,2.5,Napos
2014.01.02csütörtök,4,0,4.2,Részben felhõs
2014.01.03péntek,8,2,2.8,Napos
2014.01.04szombat,8,4,4.2,Felhõs
2014.01.05vasárnap,11,5,4.7,Részben felhõs
2014.01.06hétfő,9,3,2.5,Részben felhõs
2014.01.07kedd,9,4,2.8,Napos
2014.01.08szerda,9,3,1.7,Részben felhõs
2014.01.09csütörtök,9,2,2.8,Napos
2014.01.10péntek,9,2,7.8,Napos
2014.01.11szombat,8,4,2.8,Részben felhõs
2014.01.12vasárnap,7,0,8.9,Napos
2014.01.13hétfő,7,1,3.1,Napos
2014.01.14kedd,6,1,4.2,Részben felhõs
2014.01.15szerda,6,0,4.2,"Hûvös, könnyû szitálás"
2014.01.16csütörtök,7,0,3.9,Napos
2014.01.17péntek,10,5,5.8,Napos
2014.01.18szombat,9,6,3.6,Könnyû szitálás
2014.01.19vasárnap,10,6,4.4,"Hûvös, könnyû szitálás"
2014.01.20hétfő,10,6,4.4,Felhõs
2014.01.21kedd,9,4,3.9,Könnyû szitálás
2014.01.22szerda,6,0,4.7,"Hûvös, könnyû szitálás"
2014.01.23csütörtök,4,-1,2.8,Részben felhõs
2014.01.24péntek,1,-1,5.8,Felhõs
2014.01.25szombat,0,-6,3.9,Napos
2014.01.26vasárnap,-4,-8,2.2,Részben felhõs
2014.01.27hétfő,-4,-9,2.5,Felhõs
2014.01.28kedd,-1,-4,2.2,Enyhe havazás
2014.01.29szerda,-2,-6,3.1,Enyhe havazás
2014.01.30csütörtök,0,-4,5.3,Felhõs
2014.01.31péntek,-1,-4,6.7,Részben felhõs
2014.03.01szombat,11,3,4.2,Napos
2014.03.02vasárnap,13,4,5,Napos
2014.03.03hétfő,11,6,3.6,Részben felhõs
2014.03.04kedd,13,5,4.4,Részben felhõs
2014.03.05szerda,14,7,3.6,Felhõs
2014.03.06csütörtök,14,5,4.7,Felhõs
2014.03.07péntek,13,6,3.6,Felhõs
2014.03.08szombat,15,5,3.6,Napos
2014.03.09vasárnap,13,4,5.8,Napos
2014.03.10hétfő,12,4,5.3,Napos
2014.03.11kedd,18,7,2.5,Napos
2014.03.12szerda,17,6,3.3,Napos
2014.03.13csütörtök,20,8,2.2,Napos
2014.03.14péntek,19,9,2.8,Napos
2014.03.15szombat,17,5,11.1,Napos
2014.03.16vasárnap,14,8,12.5,Könnyû esõ
2014.03.17hétfő,14,6,8.9,Felhõs
2014.03.18kedd,18,11,4.2,Napos
2014.03.19szerda,15,7,11.4,Részben felhõs
2014.03.20csütörtök,20,8,5,Napos
2014.03.21péntek,19,9,6.4,Napos
2014.03.22szombat,20,10,7.8,Napos
2014.03.23vasárnap,20,10,7.8,Részben felhõs
2014.03.24hétfő,10,3,6.1,Könnyû esõ
2014.03.25kedd,13,4,4.7,Napos
2014.03.26szerda,15,5,4.2,Részben felhõs
2014.03.27csütörtök,17,6,4.7,Napos
2014.03.28péntek,20,8,4.2,Napos
2014.03.29szombat,20,6,3.9,Napos
2014.03.30vasárnap,22,7,2.2,Napos
2014.03.31hétfő,22,9,4.4,Napos
2014.11.01szombat,14,5,1.1,Napos
2014.11.02vasárnap,13,5,2.2,Napos
2014.11.03hétfő,12,5,3.9,Napos
2014.11.04kedd,15,7,6.7,Napos
2014.11.05szerda,16,8,5,Napos
2014.11.06csütörtök,16,10,4.4,Részben felhõs
2014.11.07péntek,17,11,3.6,Napos
2014.11.08szombat,18,10,2.5,Hûvös esõ a közelben
2014.11.09vasárnap,17,9,3.1,Részben felhõs
2014.11.10hétfő,17,10,3.3,Napos
2014.11.11kedd,16,8,3.6,Napos
2014.11.12szerda,13,9,4.4,Részben felhõs
2014.11.13csütörtök,15,8,2.8,Részben felhõs
2014.11.14péntek,15,7,2.2,Részben felhõs
2014.11.15szombat,13,6,5.3,Napos
2014.11.16vasárnap,10,7,4.2,"Hûvös, könnyû szitálás"
2014.11.17hétfő,10,7,2.8,A közelben vihogó kitörések
2014.11.18kedd,10,6,5.6,Mérsékelt esõ
2014.11.19szerda,10,4,4.2,Könnyû szitálás
2014.11.20csütörtök,9,3,4.2,Napos
2014.11.21péntek,9,2,2.2,Napos
2014.11.22szombat,8,1,1.4,Napos
2014.11.23vasárnap,8,1,1.4,Napos
2014.11.24hétfő,6,2,2.5,Napos
2014.11.25kedd,6,1,1.7,Részben felhõs
2014.11.26szerda,5,-1,1.9,Részben felhõs
2014.11.27csütörtök,4,-5,3.3,Napos
2014.11.28péntek,2,1,3.3,Könnyû szitálás
2014.11.29szombat,2,1,3.9,Könnyû esõ
2014.11.30vasárnap,3,0,4.2,Hûvös esõ a közelben
2014.09.01hétfő,28,16,3.9,Hûvös esõ a közelben
2014.09.02kedd,25,16,3.9,Felhõs
2014.09.03szerda,28,17,5.6,Napos
2014.09.04csütörtök,29,17,6.1,Részben felhõs
2014.09.05péntek,28,16,4.2,Részben felhõs
2014.09.06szombat,28,17,1.9,Könnyû esõzuhany
2014.09.07vasárnap,29,17,1.7,Részben felhõs
2014.09.08hétfő,29,17,2.5,Napos
2014.09.09kedd,29,18,2.5,Napos
2014.09.10szerda,22,15,2.8,Mérsékelt esõ
2014.09.11csütörtök,22,15,3.3,Könnyû esõ
2014.09.12péntek,20,14,5,Mérsékelt esõ
2014.09.13szombat,24,16,3.9,Felhõs
2014.09.14vasárnap,21,15,3.9,Mérsékelt esõ
2014.09.15hétfő,20,13,4.2,Könnyû esõzuhany
2014.09.16kedd,24,13,2.8,Könnyû esõzuhany
2014.09.17szerda,26,14,1.1,Napos
2014.09.18csütörtök,25,13,3.1,Napos
2014.09.19péntek,21,13,3.3,Részben felhõs
2014.09.20szombat,27,16,1.9,Részben felhõs
2014.09.21vasárnap,26,16,4.7,Napos
2014.09.22hétfő,18,8,8.1,"Hûvös, könnyû szitálás"
2014.09.23kedd,17,8,7.5,Napos
2014.09.24szerda,18,8,2.8,Napos
2014.09.25csütörtök,19,9,3.6,Részben felhõs
2014.09.26péntek,20,10,5.8,Részben felhõs
2014.09.27szombat,20,11,2.5,Részben felhõs
2014.09.28vasárnap,25,13,2.2,Napos
2014.09.29hétfő,24,12,2.5,Napos
2014.09.30kedd,24,12,1.4,Részben felhõs
2014.10.01szerda,23,15,2.2,Felhõs
2014.10.02csütörtök,23,12,1.9,Részben felhõs
2014.10.03péntek,20,12,2.2,Részben felhõs
2014.10.04szombat,20,12,2.8,Részben felhõs
2014.10.05vasárnap,20,10,1.9,Hûvös esõ a közelben
2014.10.06hétfő,19,10,3.9,Napos
2014.10.07kedd,19,10,5.3,Napos
2014.10.08szerda,17,11,3.9,Hûvös esõ a közelben
2014.10.09csütörtök,22,12,4.2,Napos
2014.10.10péntek,25,14,3.6,Napos
2014.10.11szombat,25,14,3.3,Napos
2014.10.12vasárnap,26,15,1.7,Napos
2014.10.13hétfő,25,16,4.2,Felhõs
2014.10.14kedd,25,13,4.4,Napos
2014.10.15szerda,18,13,2.5,Mérsékelt esõ
2014.10.16csütörtök,22,14,3.9,Napos
2014.10.17péntek,19,10,4.4,Könnyû esõ
2014.10.18szombat,21,13,4.4,Napos
2014.10.19vasárnap,19,10,3.9,Napos
2014.10.20hétfő,22,14,5.3,Napos
2014.10.21kedd,18,12,3.6,Hûvös esõ a közelben
2014.10.22szerda,9,5,9.7,Könnyû esõ
2014.10.23csütörtök,12,7,6.4,Könnyû szitálás
2014.10.24péntek,10,6,5,Mérsékelt esõ
2014.10.25szombat,14,5,2.2,Napos
2014.10.26vasárnap,13,4,1.7,Részben felhõs
2014.10.27hétfő,15,5,1.1,Napos
2014.10.28kedd,16,3,1.4,Napos
2014.10.29szerda,12,3,2.2,Részben felhõs
2014.10.30csütörtök,12,6,2.2,Napos
2014.10.31péntek,13,4,2.2,Részben felhõs
2014.02.01szombat,-1,-4,6.1,Részben felhõs
2014.02.02vasárnap,2,-3,6.1,Részben felhõs
2014.02.03hétfő,2,-3,2.5,Napos
2014.02.04kedd,0,-5,4.2,Napos
2014.02.05szerda,0,-3,4.4,Napos
2014.02.06csütörtök,3,-1,2.8,Felhõs
2014.02.07péntek,4,1,5,"Hûvös, könnyû szitálás"
2014.02.08szombat,7,2,3.9,Felhõs
2014.02.09vasárnap,7,2,4.2,Könnyû szitálás
2014.02.10hétfő,7,4,6.4,Részben felhõs
2014.02.11kedd,8,3,4.2,Mérsékelt esõ
2014.02.12szerda,11,2,5,Részben felhõs
2014.02.13csütörtök,7,2,5,Napos
2014.02.14péntek,6,2,9.2,Részben felhõs
2014.02.15szombat,7,2,5.3,Napos
2014.02.16vasárnap,10,5,3.6,Részben felhõs
2014.02.17hétfő,9,2,3.6,"Hûvös, könnyû szitálás"
2014.02.18kedd,10,4,3.1,Napos
2014.02.19szerda,11,4,3.3,"Hûvös, könnyû szitálás"
2014.02.20csütörtök,12,4,2.8,Napos
2014.02.21péntek,9,6,3.1,Felhõs
2014.02.22szombat,9,4,2.8,Felhõs
2014.02.23vasárnap,12,3,4.2,Felhõs
2014.02.24hétfő,10,3,3.1,Részben felhõs
2014.02.25kedd,11,4,2.2,Felhõs
2014.02.26szerda,12,4,3.9,Napos
2014.02.27csütörtök,13,5,2.8,Részben felhõs
2014.02.28péntek,10,3,2.5,Könnyû esõ
2014.07.01kedd,27,12,5,Napos
2014.07.02szerda,30,15,4.2,Részben felhõs
2014.07.03csütörtök,28,13,5,Napos
2014.07.04péntek,31,14,3.6,Napos
2014.07.05szombat,32,17,4.2,Napos
2014.07.06vasárnap,34,19,3.3,Napos
2014.07.07hétfő,36,20,3.9,Napos
2014.07.08kedd,33,16,6.1,Könnyû esõ a mennydörgésnek
2014.07.09szerda,27,12,4.7,Napos
2014.07.10csütörtök,30,15,3.9,Napos
2014.07.11péntek,26,15,3.6,Hûvös esõ a közelben
2014.07.12szombat,29,15,5.3,Napos
2014.07.13vasárnap,29,15,3.3,Könnyû esõ a mennydörgésnek
2014.07.14hétfő,32,18,2.8,Részben felhõs
2014.07.15kedd,34,18,3.3,Napos
2014.07.16szerda,33,18,3.3,Napos
2014.07.17csütörtök,34,18,3.3,Napos
2014.07.18péntek,32,19,3.3,Részben felhõs
2014.07.19szombat,36,19,2.5,Napos
2014.07.20vasárnap,35,20,3.6,Napos
2014.07.21hétfő,35,19,6.7,Napos
2014.07.22kedd,27,18,4.4,Könnyû esõzuhany
2014.07.23szerda,27,15,5,Hûvös esõ a közelben
2014.07.24csütörtök,30,17,3.1,Napos
2014.07.25péntek,33,18,1.4,Részben felhõs
2014.07.26szombat,33,18,2.5,Részben felhõs
2014.07.27vasárnap,35,19,2.8,A közelben vihogó kitörések
2014.07.28hétfő,30,18,4.2,Mérsékelt vagy heves esõzuhany
2014.07.29kedd,31,18,3.3,Hûvös esõ a közelben
2014.07.30szerda,33,20,4.2,Hûvös esõ a közelben
2014.07.31csütörtök,30,20,3.3,Tömör esõzuhannyal
2014.04.01kedd,21,8,3.9,Napos
2014.04.02szerda,20,8,2.8,Részben felhõs
2014.04.03csütörtök,21,9,5.3,Napos
2014.04.04péntek,24,13,2.8,Részben felhõs
2014.04.05szombat,21,10,4.2,"Hûvös, könnyû szitálás"
2014.04.06vasárnap,21,11,3.6,Felhõs
2014.04.07hétfő,24,11,2.8,Napos
2014.04.08kedd,23,11,6.7,Napos
2014.04.09szerda,15,5,9.7,Napos
2014.04.10csütörtök,13,4,6.9,Könnyû esõzuhany
2014.04.11péntek,17,5,3.9,Részben felhõs
2014.04.12szombat,19,7,2.8,Napos
2014.04.13vasárnap,19,7,6.4,Részben felhõs
2014.04.14hétfő,19,3,6.4,Hûvös esõ a közelben
2014.04.15kedd,13,2,8.3,Részben felhõs
2014.04.16szerda,14,3,5.3,Könnyû esõzuhany
2014.04.17csütörtök,15,6,8.1,Felhõs
2014.04.18péntek,22,10,3.9,Napos
2014.04.19szombat,21,8,7.5,Könnyû szitálás
2014.04.20vasárnap,17,8,4.4,Könnyû esõzuhany
2014.04.21hétfő,22,10,5.3,Részben felhõs
2014.04.22kedd,23,11,3.9,A közelben vihogó kitörések
2014.04.23szerda,26,13,2.5,Hûvös esõ a közelben
2014.04.24csütörtök,25,12,4.7,Könnyû esõzuhany
2014.04.25péntek,23,13,2.8,Könnyû esõzuhany
2014.04.26szombat,23,9,2.2,Könnyû esõzuhany
2014.04.27vasárnap,23,9,3.9,Napos
2014.04.28hétfő,26,12,1.9,Napos
