0,1,2,3,4
2014.04.29kedd,25,11,3.3,Könnyû esõ a mennydörgésnek
2014.04.30szerda,25,11,2.8,Napos
2015.08.01szombat,32,17,3.1,Napos
2015.08.02vasárnap,30,19,4.7,Felhõs
2015.08.03hétfő,35,22,3.3,Napos
2015.08.04kedd,35,22,3.3,Napos
2015.08.05szerda,36,23,1.7,Napos
2015.08.06csütörtök,37,24,3.6,Napos
2015.08.07péntek,36,24,3.3,Napos
2015.08.08szombat,38,24,3.1,Napos
2015.08.09vasárnap,38,23,3.6,Napos
2015.08.10hétfő,36,23,5.3,Napos
2015.08.11kedd,37,23,5.8,Napos
2015.08.12szerda,39,24,4.2,Napos
2015.08.13csütörtök,38,24,5,Részben felhõs
2015.08.14péntek,36,22,5.8,Napos
2015.08.15szombat,38,24,4.7,Napos
2015.08.16vasárnap,37,20,5.6,Részben felhõs
2015.08.17hétfő,27,17,5.8,Mérsékelt vagy heves esõzuhany
2015.08.18kedd,25,16,9.2,Részben felhõs
2015.08.19szerda,23,15,5,Felhõs
2015.08.20csütörtök,24,15,6.1,Felhõs
2015.08.21péntek,25,16,6.1,Részben felhõs
2015.08.22szombat,23,15,5,"Hûvös, könnyû szitálás"
2015.08.23vasárnap,27,17,2.8,Hûvös esõ a közelben
2015.08.24hétfő,30,20,6.7,Napos
2015.08.25kedd,26,16,6.1,Könnyû esõzuhany
2015.08.26szerda,32,20,3.9,Napos
2015.08.27csütörtök,33,21,3.3,Napos
2015.08.28péntek,35,24,4.2,Napos
2015.08.29szombat,38,23,1.9,Napos
2015.08.30vasárnap,37,25,3.9,Napos
2015.08.31hétfő,38,24,5.3,Napos
2015.12.01kedd,11,5,12.8,Hûvös esõ a közelben
2015.12.02szerda,11,6,5.3,Felhõs
2015.12.03csütörtök,13,3,3.1,Napos
2015.12.04péntek,9,0,2.8,Részben felhõs
2015.12.05szombat,9,4,2.2,Napos
2015.12.06vasárnap,10,4,2.8,Napos
2015.12.07hétfő,9,3,2.2,Napos
2015.12.08kedd,7,1,1.7,Napos
2015.12.09szerda,6,2,2.8,Felhõs
2015.12.10csütörtök,7,2,3.1,Felhõs
2015.12.11péntek,7,1,3.3,Napos
2015.12.12szombat,8,2,5.3,Részben felhõs
2015.12.13vasárnap,7,1,4.2,Napos
2015.12.14hétfő,6,0,3.6,Részben felhõs
2015.12.15kedd,5,1,1.9,Felhõs
2015.12.16szerda,8,2,1.7,Napos
2015.12.17csütörtök,4,0,3.3,Részben felhõs
2015.12.18péntek,5,-6,3.1,Részben felhõs
2015.12.19szombat,5,2,1.4,Felhõs
2015.12.20vasárnap,5,1,2.8,Részben felhõs
2015.12.21hétfő,7,4,3.3,Felhõs
2015.12.22kedd,10,5,3.6,Napos
2015.12.23szerda,10,3,2.5,Napos
2015.12.24csütörtök,8,2,2.8,Napos
2015.12.25péntek,9,4,2.5,Napos
2015.12.26szombat,11,5,2.8,Napos
2015.12.27vasárnap,12,5,2.2,Napos
2015.12.28hétfő,11,3,3.1,Napos
2015.12.29kedd,8,-1,3.9,Napos
2015.12.30szerda,2,-4,6.7,Napos
2015.12.31csütörtök,2,-4,3.9,Napos
2015.06.01hétfő,30,16,3.9,Napos
2015.06.02kedd,32,18,3.9,Napos
2015.06.03szerda,32,20,3.1,Részben felhõs
2015.06.04csütörtök,32,15,4.7,Hûvös esõ a közelben
2015.06.05péntek,27,15,7.2,Napos
2015.06.06szombat,33,18,3.6,Napos
2015.06.07vasárnap,32,18,2.8,Napos
2015.06.08hétfő,32,18,3.9,Napos
2015.06.09kedd,31,18,3.9,Napos
2015.06.10szerda,32,18,5.3,Napos
2015.06.11csütörtök,32,18,3.3,Részben felhõs
2015.06.12péntek,32,20,5.6,Napos
2015.06.13szombat,32,19,9.7,Napos
2015.06.14vasárnap,33,20,5.8,Napos
2015.06.15hétfő,31,17,7.2,Napos
2015.06.16kedd,28,16,5.6,Felhõs
2015.06.17szerda,22,12,5.3,Napos
2015.06.18csütörtök,25,14,5.3,Napos
2015.06.19péntek,25,11,10,Könnyû esõzuhany
2015.06.20szombat,24,10,7.8,Részben felhõs
2015.06.21vasárnap,23,11,7.2,Részben felhõs
2015.06.22hétfő,26,14,5.3,Részben felhõs
2015.06.23kedd,20,12,7.5,Felhõs
2015.06.24szerda,23,12,5.8,Felhõs
2015.06.25csütörtök,26,13,3.3,Részben felhõs
2015.06.26péntek,27,15,4.7,Részben felhõs
2015.06.27szombat,28,16,6.1,Részben felhõs
2015.06.28vasárnap,26,15,5.8,Könnyû esõzuhany
2015.06.29hétfő,28,15,4.7,Könnyû esõzuhany
2015.06.30kedd,30,16,3.3,Napos
2015.05.01péntek,20,13,7.8,Könnyû esõzuhany
2015.05.02szombat,21,11,7.5,Részben felhõs
2015.05.03vasárnap,19,12,5,Hûvös esõ a közelben
2015.05.04hétfő,28,15,2.5,Részben felhõs
2015.05.05kedd,29,17,5.8,Részben felhõs
2015.05.06szerda,29,14,7.5,Napos
2015.05.07csütörtök,25,12,7.8,Napos
2015.05.08péntek,25,12,4.2,Napos
2015.05.09szombat,26,14,4.7,Részben felhõs
2015.05.10vasárnap,22,8,11.1,Részben felhõs
2015.05.11hétfő,23,9,4.2,Napos
2015.05.12kedd,25,13,3.9,Napos
2015.05.13szerda,25,13,8.3,Napos
2015.05.14csütörtök,23,9,13.6,Napos
2015.05.15péntek,19,11,3.6,Felhõs
2015.05.16szombat,25,12,3.6,Napos
2015.05.17vasárnap,22,9,8.9,Napos
2015.05.18hétfő,25,13,3.3,Napos
2015.05.19kedd,30,14,5.8,Napos
2015.05.20szerda,31,11,6.4,Napos
2015.05.21csütörtök,22,14,5,Részben felhõs
2015.05.22péntek,23,13,7.2,Hûvös esõ a közelben
2015.05.23szombat,22,13,5.6,Könnyû esõ
2015.05.24vasárnap,27,13,3.9,Napos
2015.05.25hétfő,25,15,4.4,"Hûvös, könnyû szitálás"
2015.05.26kedd,21,11,8.1,Könnyû esõ
2015.05.27szerda,20,10,8.9,"Hûvös, könnyû szitálás"
2015.05.28csütörtök,21,10,4.4,Napos
2015.05.29péntek,26,12,3.1,Napos
2015.05.30szombat,27,15,4.4,Napos
2015.05.31vasárnap,28,15,4.4,Napos
2015.01.01csütörtök,-3,-13,2.5,Részben felhõs
2015.01.02péntek,1,-7,4.7,Részben felhõs
2015.01.03szombat,4,-1,6.1,Részben felhõs
2015.01.04vasárnap,3,-3,8.6,Felhõs
2015.01.05hétfő,3,-4,6.7,Részben felhõs
2015.01.06kedd,3,-6,5,Napos
2015.01.07szerda,-4,-7,2.5,Részben felhõs
2015.01.08csütörtök,-1,-4,3.1,Napos
2015.01.09péntek,4,-3,8.1,Részben felhõs
2015.01.10szombat,12,8,8.9,Hûvös esõ a közelben
2015.01.11vasárnap,6,1,9.2,"Keskeny, mérsékelt hó"
2015.01.12hétfő,5,0,8.6,Részben felhõs
2015.01.13kedd,7,-5,3.9,Napos
2015.01.14szerda,6,1,3.6,Részben felhõs
2015.01.15csütörtök,6,0,5.8,Napos
2015.01.16péntek,6,1,4.2,Részben felhõs
2015.01.17szombat,7,1,3.6,Részben felhõs
2015.01.18vasárnap,9,4,3.3,Részben felhõs
2015.01.19hétfő,7,3,3.1,Felhõs
2015.01.20kedd,6,3,3.6,Felhõs
2015.01.21szerda,8,4,3.3,Felhõs
2015.01.22csütörtök,7,4,3.3,Hûvös esõ a közelben
2015.01.23péntek,9,2,5.6,Könnyû szitálás
2015.01.24szombat,6,0,6.7,Könnyû szitálás
2015.01.25vasárnap,3,-2,6.7,Könnyû hó
2015.01.26hétfő,2,-1,3.9,Részben felhõs
2015.01.27kedd,1,-3,2.8,Hûvös esõ a közelben
2015.01.28szerda,2,-3,3.3,Napos
2015.01.29csütörtök,1,-2,3.9,Felhõs
2015.01.30péntek,6,-1,10,Mérsékelt esõ
2015.01.31szombat,2,-1,8.1,Részben felhõs
2015.03.01vasárnap,11,5,4.4,Felhõs
2015.03.02hétfő,14,3,11.1,Hûvös esõ a közelben
2015.03.03kedd,8,2,11.1,Napos
2015.03.04szerda,10,3,6.1,Felhõs
2015.03.05csütörtök,8,1,7.5,Felhõs
2015.03.06péntek,8,0,7.8,Részben felhõs
2015.03.07szombat,12,2,3.9,Napos
2015.03.08vasárnap,10,3,2.8,Napos
2015.03.09hétfő,13,5,2.8,Napos
2015.03.10kedd,15,5,3.1,Napos
2015.03.11szerda,14,5,5.3,Részben felhõs
2015.03.12csütörtök,10,4,7.5,Könnyû szitálás
2015.03.13péntek,10,4,5,Könnyû szitálás
2015.03.15vasárnap,14,7,4.7,Felhõs
2015.03.16hétfő,14,7,6.4,Részben felhõs
2015.03.17kedd,14,3,5.8,Napos
2015.03.18szerda,11,2,8.6,Napos
2015.03.19csütörtök,11,5,3.9,Napos
2015.03.20péntek,13,4,3.3,Napos
2015.03.21szombat,14,6,6.1,Részben felhõs
2015.03.22vasárnap,14,3,5.8,Részben felhõs
2015.03.23hétfő,14,5,3.6,Napos
2015.03.24kedd,15,7,6.7,Napos
2015.03.25szerda,17,9,8.3,Napos
2015.03.26csütörtök,20,10,5,Napos
2015.03.27péntek,14,8,12.8,Részben felhõs
2015.03.28szombat,12,3,10,Könnyû szitálás
2015.03.29vasárnap,13,8,6.1,Hûvös esõ a közelben
2015.03.30hétfő,12,3,7.5,Könnyû esõ
2015.03.31kedd,12,6,14.2,Könnyû szitálás
2015.11.01vasárnap,16,3,1.9,Napos
2015.11.02hétfő,13,3,2.5,Napos
2015.11.03kedd,13,4,2.8,Napos
2015.11.04szerda,13,3,2.5,Napos
2015.11.05csütörtök,15,7,2.5,Napos
2015.11.06péntek,15,7,1.4,Napos
2015.11.07szombat,15,10,3.9,Napos
2015.11.08vasárnap,18,9,6.7,Napos
2015.11.09hétfő,18,11,5.6,Felhõs
2015.11.10kedd,18,12,11.4,Részben felhõs
2015.11.11szerda,19,12,8.9,Napos
2015.11.12csütörtök,18,10,6.1,Napos
2015.11.13péntek,14,8,3.6,Részben felhõs
2015.11.14szombat,12,6,10.8,Napos
2015.11.15vasárnap,10,4,11.4,Könnyû esõ
2015.11.16hétfő,16,10,10.8,Részben felhõs
2015.11.17kedd,17,5,3.3,Részben felhõs
2015.11.18szerda,19,9,11.7,Napos
2015.11.19csütörtök,17,9,6.7,Napos
2015.11.20péntek,15,12,11.4,Részben felhõs
2015.11.21szombat,9,3,10.6,Könnyû szitálás
2015.11.22vasárnap,6,1,6.7,Könnyû esõ
2015.11.23hétfő,6,1,4.4,Napos
2015.11.24kedd,6,0,2.8,Részben felhõs
2015.11.25szerda,5,0,1.9,Napos
2015.11.26csütörtök,5,-5,4.4,Napos
2015.11.27péntek,5,1,3.6,Hûvös esõ a közelben
2015.11.28szombat,3,1,7.5,Könnyû esõ
2015.11.29vasárnap,5,2,9.2,Napos
2015.11.30hétfő,10,3,9.2,Felhõs
2015.09.01kedd,36,21,6.4,Napos
2015.09.02szerda,32,18,8.1,Napos
2015.09.03csütörtök,32,19,3.3,Napos
2015.09.04péntek,28,18,6.9,Napos
2015.09.05szombat,20,12,7.2,Könnyû esõzuhany
2015.09.06vasárnap,21,11,11.1,Napos
2015.09.07hétfő,19,10,9.7,Részben felhõs
2015.09.08kedd,21,11,6.7,Napos
2015.09.09szerda,22,12,3.6,Napos
2015.09.10csütörtök,22,13,5.8,Részben felhõs
2015.09.11péntek,17,11,3.1,Könnyû szitálás
2015.09.12szombat,26,15,2.8,Napos
2015.09.13vasárnap,26,15,5.3,Napos
2015.09.14hétfő,30,18,8.1,Részben felhõs
2015.09.15kedd,31,20,6.7,Napos
2015.09.16szerda,32,23,10,Napos
2015.09.17csütörtök,34,19,12.2,Napos
2015.09.18péntek,34,19,6.4,Napos
2015.09.19szombat,29,17,6.1,Részben felhõs
2015.09.20vasárnap,23,12,8.1,Könnyû szitálás
2015.09.21hétfő,22,13,5.6,Napos
2015.09.22kedd,24,15,3.9,Napos
2015.09.23szerda,28,14,5,Napos
2015.09.24csütörtök,28,16,4.7,Hûvös esõ a közelben
2015.09.25péntek,20,15,4.2,Könnyû esõ
2015.09.26szombat,17,12,3.9,Könnyû esõ
2015.09.27vasárnap,20,10,4.2,Felhõs
2015.09.28hétfő,18,12,8.6,Napos
2015.09.29kedd,18,9,9.7,Felhõs
2015.09.30szerda,17,8,8.9,Napos
2015.10.01csütörtök,20,11,5,Napos
2015.10.02péntek,22,13,3.1,Napos
2015.10.03szombat,22,14,5.6,Napos
2015.10.04vasárnap,24,14,6.7,Napos
2015.10.05hétfő,22,13,3.9,Felhõs
2015.10.06kedd,23,15,3.1,Napos
2015.10.07szerda,22,11,5,Felhõs
2015.10.08csütörtök,18,12,3.9,Felhõs
2015.10.09péntek,18,12,2.8,Felhõs
2015.10.10szombat,16,10,5.8,Felhõs
2015.10.11vasárnap,11,6,9.2,Könnyû esõ
2015.10.12hétfő,11,5,5.8,Felhõs
2015.10.13kedd,12,4,3.9,Felhõs
2015.10.14szerda,13,10,7.5,Hûvös esõ a közelben
2015.10.15csütörtök,15,11,8.1,Könnyû esõ
2015.10.16péntek,17,10,6.4,Hûvös esõ a közelben
2015.10.17szombat,17,9,5,Hûvös esõ a közelben
2015.10.18vasárnap,16,11,3.1,Felhõs
2015.10.19hétfő,14,8,5.6,Könnyû szitálás
2015.10.20kedd,12,5,6.7,Hûvös esõ a közelben
2015.10.21szerda,13,6,4.4,Napos
2015.10.22csütörtök,14,7,2.8,Napos
2015.10.23péntek,15,8,3.9,Részben felhõs
2015.10.24szombat,15,8,2.8,Napos
2015.10.25vasárnap,15,9,3.6,Felhõs
2015.10.26hétfő,15,7,3.3,Napos
2015.10.27kedd,14,7,4.7,Napos
2015.10.28szerda,15,7,6.1,Napos
2015.10.29csütörtök,14,5,5,Napos
2015.10.30péntek,15,8,2.5,Napos
2015.10.31szombat,17,8,2.5,Napos
2015.02.01vasárnap,1,-8,3.6,Részben felhõs
2015.02.02hétfő,2,-3,5,Napos
2015.02.03kedd,3,-2,3.9,Hûvös esõ a közelben
2015.02.04szerda,2,-1,5,Hûvös esõ a közelben
2015.02.05csütörtök,3,-1,9.2,Napos
2015.02.06péntek,3,-4,11.1,Részben felhõs
2015.02.07szombat,1,-3,5.6,Napos
2015.02.08vasárnap,2,-4,12.8,Részben felhõs
2015.02.09hétfő,1,-2,7.8,Felhõs
2015.02.10kedd,5,1,4.7,Felhõs
2015.02.11szerda,5,-1,2.8,Részben felhõs
2015.02.12csütörtök,6,1,2.2,Napos
2015.02.13péntek,6,1,3.3,Napos
2015.02.14szombat,7,2,3.9,Napos
2015.02.15vasárnap,7,2,4.2,Napos
2015.02.16hétfő,6,-1,5.6,Napos
2015.02.17kedd,4,-1,5.8,Felhõs
2015.02.18szerda,6,-1,3.6,Napos
2015.02.19csütörtök,5,0,2.8,Felhõs
2015.02.20péntek,7,1,2.8,Napos
2015.02.21szombat,10,2,8.9,Napos
2015.02.22vasárnap,9,5,6.1,Felhõs
2015.02.23hétfő,9,4,3.6,Hûvös esõ a közelben
2015.02.24kedd,12,5,4.7,Részben felhõs
2015.02.25szerda,10,5,5.3,Könnyû szitálás
2015.02.26csütörtök,8,5,5.8,Könnyû esõ
2015.02.27péntek,10,5,3.1,Felhõs
2015.02.28szombat,10,3,3.3,Hûvös esõ a közelben
2015.07.01szerda,31,17,2.5,Részben felhõs
2015.07.02csütörtök,31,17,4.2,Részben felhõs
2015.07.03péntek,31,18,5.6,Napos
2015.07.04szombat,34,21,2.5,Napos
2015.07.05vasárnap,36,22,3.3,Napos
2015.07.06hétfő,37,20,5,Napos
2015.07.07kedd,37,24,3.9,Napos
2015.07.08szerda,38,17,12.8,Napos
2015.07.09csütörtök,27,13,7.5,Felhõs
2015.07.10péntek,25,13,7.8,Napos
2015.07.11szombat,28,14,6.1,Napos
2015.07.12vasárnap,32,20,6.4,Napos
2015.07.13hétfő,30,18,8.3,Napos
2015.07.14kedd,28,17,8.9,Részben felhõs
2015.07.15szerda,30,18,8.6,Részben felhõs
2015.07.16csütörtök,35,21,3.3,Részben felhõs
2015.07.17péntek,37,23,3.1,Napos
2015.07.18szombat,39,23,4.2,Napos
2015.07.19vasárnap,39,26,5,Napos
2015.07.20hétfő,33,21,8.3,Napos
2015.07.21kedd,36,24,2.5,Napos
2015.07.22szerda,39,24,3.3,Részben felhõs
2015.07.23csütörtök,39,22,4.4,Felhõs
2015.07.24péntek,37,24,4.2,Napos
2015.07.25szombat,36,18,14.2,Részben felhõs
2015.07.26vasárnap,25,17,15,Hûvös esõ a közelben
2015.07.27hétfő,30,17,8.6,Részben felhõs
2015.07.28kedd,23,19,6.4,Hûvös esõ a közelben
2015.07.29szerda,25,16,5.8,"Hûvös, könnyû szitálás"
2015.07.30csütörtök,20,14,6.1,Felhõs
2015.07.31péntek,27,13,5.6,Részben felhõs
2015.04.01szerda,9,3,14.2,Részben felhõs
2015.04.02csütörtök,9,1,13.9,Könnyû szitálás
2015.04.03péntek,9,1,12.5,Felhõs
2015.04.04szombat,12,2,4.4,Részben felhõs
2015.04.05vasárnap,11,1,6.4,Hûvös esõ a közelben
2015.04.06hétfő,10,3,8.3,Hûvös esõ a közelben
2015.04.07kedd,12,2,9.7,Részben felhõs
2015.04.08szerda,14,5,6.7,Könnyû esõzuhany
2015.04.09csütörtök,17,5,3.6,Részben felhõs
2015.04.10péntek,18,8,4.2,Napos
2015.04.11szombat,21,10,4.2,Felhõs
2015.04.12vasárnap,21,9,8.3,Napos
2015.04.13hétfő,21,7,9.2,Részben felhõs
2015.04.14kedd,14,8,8.9,Napos
2015.04.15szerda,23,12,7.8,Napos
2015.04.16csütörtök,26,11,6.1,Napos
2015.04.17péntek,24,10,7.2,Könnyû esõzuhany
2015.04.18szombat,14,3,8.9,Napos
2015.04.19vasárnap,14,5,4.4,Részben felhõs
2015.04.20hétfő,16,5,10.8,Részben felhõs
2015.04.21kedd,17,7,8.3,Napos
2015.04.22szerda,20,8,4.7,Napos
2015.04.23csütörtök,21,9,5,Napos
2015.04.24péntek,23,11,5.6,Részben felhõs
2015.04.25szombat,23,12,5.6,Napos
2015.04.26vasárnap,22,11,5.3,Könnyû esõzuhany
2015.04.27hétfő,24,13,7.5,Felhõs
2015.04.28kedd,18,8,11.4,Könnyû esõ
2015.04.29szerda,20,7,11.7,Napos
2015.04.30csütörtök,19,9,3.3,Napos
2016.08.01hétfő,29,16,7.8,Részben felhõs
2016.08.02kedd,29,17,3.6,Részben felhõs
2016.08.03szerda,29,18,6.1,Napos
2016.08.04csütörtök,34,20,3.3,Napos
2016.08.05péntek,36,16,8.9,Napos
2016.08.06szombat,30,16,6.9,Részben felhõs
2016.08.07vasárnap,29,16,5,Napos
2016.08.08hétfő,32,18,2.5,Napos
2016.08.09kedd,34,16,1.7,Napos
2016.08.10szerda,27,10,8.9,Hûvös esõ a közelben
2016.08.11csütörtök,23,12,5.8,Felhõs
2016.08.12péntek,25,12,5,Napos
2016.08.13szombat,27,16,3.1,Hûvös esõ a közelben
2016.08.14vasárnap,31,18,4.2,Részben felhõs
2016.08.15hétfő,31,16,5.3,Részben felhõs
2016.08.16kedd,29,17,3.1,Részben felhõs
2016.08.17szerda,28,14,4.7,Hûvös esõ a közelben
2016.08.18csütörtök,29,16,3.3,Részben felhõs
2016.08.19péntek,32,18,3.1,Részben felhõs
2016.08.20szombat,33,20,2.8,Napos
2016.08.21vasárnap,31,17,6.9,Hûvös esõ a közelben
2016.08.22hétfő,19,14,7.2,Könnyû esõ
2016.08.23kedd,29,16,4.2,Napos
2016.08.24szerda,30,17,3.9,Napos
2016.08.25csütörtök,28,17,5,Napos
2016.08.26péntek,32,18,4.4,Napos
2016.08.27szombat,34,20,2.8,Napos
2016.08.28vasárnap,35,20,2.2,Napos
2016.08.29hétfő,35,20,3.3,Napos
2016.08.30kedd,31,17,4.7,Részben felhõs
2016.08.31szerda,29,15,3.3,Napos
2016.12.01csütörtök,6,-2,7.8,Felhõs
2016.12.02péntek,7,-1,9.7,Napos
2016.12.03szombat,5,-2,3.9,Napos
2016.12.04vasárnap,4,-2,1.4,Részben felhõs
2016.12.05hétfő,4,-2,1.7,Napos
2016.12.06kedd,4,-2,3.1,Napos
2016.12.07szerda,5,-3,1.7,Napos
2016.12.08csütörtök,4,0,2.5,Napos
2016.12.09péntek,7,1,3.9,Napos
2016.12.10szombat,8,3,3.1,Napos
2016.12.11vasárnap,9,3,3.9,Napos
2016.12.12hétfő,8,-1,6.7,Vihar csapadék lehetséges
2016.12.13kedd,3,-3,1.9,Felhõs
2016.12.14szerda,3,-7,2.5,Felhõs
2016.12.15csütörtök,3,-6,1.4,Napos
2016.12.16péntek,5,-4,0.8,Napos
2016.12.17szombat,2,-2,1.9,Napos
2016.12.18vasárnap,0,-8,1.7,Részben felhõs
2016.12.19hétfő,1,-9,1.1,Napos
2016.12.20kedd,3,-3,0.8,Napos
2016.12.21szerda,1,-12,1.7,Napos
2016.12.22csütörtök,3,-12,0.8,Napos
2016.12.23péntek,2,-4,1.9,Napos
2016.12.24szombat,0,-12,1.7,Napos
2016.12.25vasárnap,5,-1,5,Könnyû szitálás
2016.12.26hétfő,10,3,5.6,Részben felhõs
2016.12.27kedd,6,-1,7.5,Felhõs
2016.12.28szerda,4,-2,6.1,Napos
2016.12.29csütörtök,3,-3,3.9,Napos
2016.12.30péntek,3,-4,1.7,Napos
2016.12.31szombat,4,-5,1.4,Napos
2016.06.01szerda,26,14,5,A közelben vihogó kitörések
2016.06.02csütörtök,24,12,2.8,Könnyû szitálás
2016.06.03péntek,28,15,1.4,Hûvös esõ a közelben
2016.06.04szombat,28,15,1.1,Könnyû esõzuhany
2016.06.05vasárnap,28,15,2.2,Hûvös esõ a közelben
2016.06.06hétfő,28,12,4.2,Hûvös esõ a közelben
2016.06.07kedd,24,11,3.6,Felhõs
2016.06.08szerda,25,12,2.8,Részben felhõs
2016.06.09csütörtök,26,14,3.1,Hûvös esõ a közelben
2016.06.10péntek,24,14,3.9,Hûvös esõ a közelben
2016.06.11szombat,26,15,2.5,Könnyû esõzuhany
2016.06.12vasárnap,21,15,4.7,Könnyû esõzuhany
2016.06.13hétfő,27,14,2.5,Könnyû esõzuhany
2016.06.14kedd,25,14,6.7,Napos
2016.06.15szerda,23,13,6.1,Mérsékelt vagy heves esõzuhany
2016.06.16csütörtök,30,20,7.8,Napos
2016.06.17péntek,28,14,10,Napos
2016.06.18szombat,30,15,2.2,Napos
2016.06.19vasárnap,30,16,5.3,Részben felhõs
2016.06.20hétfő,27,15,3.6,Napos
2016.06.21kedd,30,17,2.8,Napos
2016.06.22szerda,33,20,3.3,Napos
2016.06.23csütörtök,35,22,3.3,Napos
2016.06.24péntek,35,22,3.6,Napos
2016.06.25szombat,35,21,5,Napos
2016.06.26vasárnap,34,21,3.3,A közelben vihogó kitörések
2016.06.27hétfő,29,15,5.8,A közelben vihogó kitörések
2016.06.28kedd,27,16,4.4,Könnyû esõzuhany
2016.06.29szerda,32,19,2.2,Napos
2016.06.30csütörtök,32,18,2.8,Napos
2016.05.01vasárnap,20,11,6.7,Hûvös esõ a közelben
2016.05.02hétfő,22,12,5,Felhõs
2016.05.03kedd,20,11,7.2,Könnyû esõzuhany
2016.05.04szerda,21,10,6.1,Könnyû esõzuhany
2016.05.05csütörtök,23,10,4.7,Részben felhõs
2016.05.06péntek,24,11,5.6,Részben felhõs
2016.05.07szombat,21,11,5,Hûvös esõ a közelben
2016.05.08vasárnap,21,9,3.6,Könnyû esõzuhany
2016.05.09hétfő,23,10,2.5,Napos
2016.05.10kedd,23,12,5.6,Napos
2016.05.11szerda,21,12,4.7,Hûvös esõ a közelben
2016.05.12csütörtök,20,11,6.4,Könnyû esõzuhany
2016.05.13péntek,21,10,7.5,Hûvös esõ a közelben
2016.05.14szombat,20,10,5.8,Könnyû esõzuhany
2016.05.15vasárnap,15,5,8.6,Könnyû szitálás
2016.05.16hétfő,15,5,6.4,Hûvös esõ a közelben
2016.05.17kedd,16,7,6.1,Részben felhõs
2016.05.18szerda,20,8,5.8,Részben felhõs
2016.05.19csütörtök,21,11,5.3,Részben felhõs
2016.05.20péntek,24,12,3.1,Napos
2016.05.21szombat,26,13,3.3,Napos
2016.05.22vasárnap,26,15,3.6,Napos
2016.05.23hétfő,28,14,5,Napos
2016.05.24kedd,22,12,8.3,Mérsékelt vagy heves esõzuhany
2016.05.25szerda,24,13,5.8,Részben felhõs
2016.05.26csütörtök,26,14,3.9,Részben felhõs
2016.05.27péntek,29,15,2.5,Napos
2016.05.28szombat,29,17,3.3,Napos
2016.05.29vasárnap,29,17,4.7,Napos
2016.05.30hétfő,26,13,5.6,Napos
2016.05.31kedd,25,12,5.3,Napos
2016.01.01péntek,-1,-4,1.9,Felhõs
2016.01.02szombat,-2,-7,6.7,Részben felhõs
2016.01.03vasárnap,-4,-7,7.2,Napos
2016.01.04hétfő,-6,-8,5.3,Mérsékelt hó
2016.01.05kedd,-3,-9,2.8,Részben felhõs
2016.01.06szerda,0,-8,3.1,Felhõs
2016.01.07csütörtök,1,-5,5.8,Napos
2016.01.08péntek,2,-9,3.3,Részben felhõs
2016.01.09szombat,2,0,4.7,Könnyû szitálás
2016.01.10vasárnap,4,1,3.9,Felhõs
2016.01.11hétfő,10,3,9.7,Részben felhõs
2016.01.12kedd,6,2,6.7,Könnyû esõzuhany
2016.01.13szerda,6,1,8.9,"Hûvös, könnyû szitálás"
2016.01.14csütörtök,5,-1,8.1,Napos
2016.01.15péntek,2,-2,6.9,Enyhe havazás
2016.01.16szombat,4,-3,5.6,Napos
2016.01.17vasárnap,1,-4,6.7,Napos
2016.01.18hétfő,2,-4,5.8,Napos
2016.01.19kedd,1,-5,2.5,Napos
2016.01.20szerda,0,-4,3.6,Napos
2016.01.21csütörtök,1,-4,7.5,Napos
2016.01.22péntek,3,-3,2.8,Napos
2016.01.23szombat,-1,-5,2.8,Napos
2016.01.24vasárnap,2,-1,1.7,Felhõs
2016.01.25hétfő,3,0,3.6,Könnyû esõ
2016.01.26kedd,5,2,2.8,Köd
2016.01.27szerda,9,3,2.8,Napos
2016.01.28csütörtök,9,3,3.3,Napos
2016.01.29péntek,8,3,2.8,Könnyû esõ
2016.01.30szombat,9,2,6.1,Napos
2016.01.31vasárnap,9,4,6.7,"Hûvös, könnyû szitálás"
2016.03.01kedd,10,2,11.7,Felhõs
2016.03.02szerda,10,4,9.7,Részben felhõs
2016.03.03csütörtök,9,4,5.3,Felhõs
2016.03.04péntek,13,3,5,Részben felhõs
2016.03.05szombat,13,7,8.1,Részben felhõs
2016.03.06vasárnap,13,6,7.5,Részben felhõs
2016.03.07hétfő,11,5,3.1,Könnyû szitálás
2016.03.08kedd,12,3,3.9,Hûvös esõ a közelben
2016.03.09szerda,13,5,3.3,Napos
2016.03.10csütörtök,14,8,5.3,Felhõs
2016.03.11péntek,14,6,5,Felhõs
2016.03.12szombat,12,6,6.4,Felhõs
2016.03.13vasárnap,13,2,8.9,Részben felhõs
2016.03.14hétfő,10,3,8.1,Napos
2016.03.15kedd,6,3,5,Könnyû hó
2016.03.16szerda,10,5,5.8,Részben felhõs
2016.03.17csütörtök,13,5,3.1,Napos
2016.03.18péntek,13,5,6.4,Napos
2016.03.19szombat,11,2,4.7,Felhõs
2016.03.20vasárnap,13,5,5.6,Felhõs
2016.03.21hétfő,12,4,7.2,Napos
2016.03.22kedd,12,4,7.2,Napos
2016.03.23szerda,11,5,6.9,Felhõs
2016.03.24csütörtök,12,3,6.9,Napos
2016.03.25péntek,11,6,3.3,Felhõs
2016.03.26szombat,13,6,5,Könnyû esõzuhany
2016.03.27vasárnap,14,5,3.3,Részben felhõs
2016.03.28hétfő,14,8,3.9,Napos
2016.03.29kedd,16,6,6.7,Könnyû esõzuhany
